created_at,screen_name,text,favorite_count,retweet_count,hashtags,linked_url
2020-04-05T09:20:31Z,ReutersAfrica,"morocco’s king mohammed vi has pardoned 5,654 prisoners and ordered measures to protect inmates from the coronavirus outbreak, the justice ministry said on sunday. https://t.co/silehsenht https://t.co/bejvmsyqb8",72,36,NA,https://af.reuters.com/article/topNews/idAFKBN21N08N-OZATP
2020-04-05T08:04:08Z,ReutersAfrica,"malawi’s president and cabinet will take a 10% salary cut and redirect the money towards the fight against coronavirus, president peter mutharika said on saturday as he announced a stimulus package in an address on state television. https://t.co/sp84u4uffz https://t.co/2ydvxlzczw",62,41,NA,https://af.reuters.com/article/topNews/idAFKBN21N087-OZATP
2020-04-05T07:35:48Z,ReutersAfrica,"egyptian president abdel fattah al-sisi on saturday postponed the launch of mega-projects including the grand egyptian museum and moving civil servants to a planned new capital city to 2021 from 2020 due to the coronavirus outbreak, the presidency said. https://t.co/yib72ognjt https://t.co/byfmf6fzpw",13,12,NA,https://af.reuters.com/article/topNews/idAFKBN21M0NO-OZATP
2020-04-05T07:27:28Z,ReutersAfrica,"nigeria plans to create a 500 billion naira ($1.39 billion)coronavirus fund to strengthen its healthcare infrastructure to tackle the virus, the government said on saturday. https://t.co/wltsa1luy2 https://t.co/unfeeyjppt",44,32,NA,https://af.reuters.com/article/investingNews/idAFKBN21M0NK-OZABS
2020-04-05T07:25:17Z,ReutersAfrica,"the south african arm of british american tobacco urged the government on saturday to reconsider its ban on cigarette sales during the nationwide coronavirus lockdown, saying it would have unintended consequences. https://t.co/btz9d1eeki https://t.co/nrgxu0od6c",12,25,NA,https://af.reuters.com/article/investingNews/idAFKBN21M0NC-OZABS
2020-04-04T15:56:40Z,ReutersAfrica,factbox: latest on the spread of the coronavirus around the world. https://t.co/weepyhtwm3 https://t.co/pi5qdybvnz,7,3,NA,https://www.reuters.com/article/us-health-coronavirus-latest-factbox/factbox-latest-on-the-spread-of-the-coronavirus-around-the-world-idUSKBN21M0C3
2020-04-04T12:48:36Z,ReutersAfrica,the international monetary fund (imf) and the world bank have begun providing emergency funds to developing and low-income countries across the world to strengthen their efforts to battle the rapidly spreading coronavirus. https://t.co/wxz4nnsbqe https://t.co/wlhpweoafx,15,24,NA,https://www.reuters.com/article/us-health-coronavirus-aid-factbox/imf-world-bank-aid-aimed-at-helping-countries-battle-pandemic-idUSKBN21M00N
2020-04-04T12:32:15Z,ReutersAfrica,"thousands of african migrants without revenue during morocco’s coronavirus lockdown could run out of money for food and essentials, and rights groups have urged the government to offer them the same cash help it has promised to citizens. https://t.co/l3npikxadv https://t.co/krvyatrte9",29,19,NA,https://www.reuters.com/article/us-health-coronavirus-morocco-migrants/african-migrants-in-morocco-wait-for-aid-as-coronavirus-bites-idUSKBN21L38Q
2020-04-04T09:08:09Z,ReutersAfrica,"global cases of the new coronavirus have shot past 1 million with more than 54,000 fatalities, a reuters tally showed on friday, as death tolls soared in the united states and western europe while the world economy nosedived. https://t.co/ime1l8anxj https://t.co/g2cey94tjv",12,7,NA,https://af.reuters.com/article/topNews/idAFKBN21M09J-OZATP
2020-04-04T08:57:14Z,ReutersAfrica,"senegal’s economic growth will fall to less than 3% in 2020 from a forecast 6.8% because of the coronavirus, president macky sall said on friday. https://t.co/7tlacijtho https://t.co/chbuhzqijr",46,20,NA,https://af.reuters.com/article/investingNews/idAFKBN21M08Z-OZABS
2020-04-04T08:29:36Z,ReutersAfrica,world bank group president david malpass on friday said the rapidly spreading covid-19 pandemic was expected to cause a “major global recession” that would likely hit the poorest and most vulnerable countries the hardest. https://t.co/ppujx39fne https://t.co/wrndmgdmtu,14,11,NA,https://af.reuters.com/article/investingNews/idAFKBN21M08N-OZABS
2020-04-04T07:55:56Z,ReutersAfrica,"rwanda has secured a $109.4 million in emergency coronavirus funding from the international monetary fund, the first african country to do so, the fund said late on thursday. https://t.co/zuptude1oh https://t.co/n3psqgwq44",84,56,NA,https://af.reuters.com/article/investingNews/idAFKBN21L0UP-OZABS
2020-04-03T11:44:22Z,ReutersAfrica,"before the coronavirus hit, muna nur farah had started to hate her husband. he’d slink into their home in the somali capital mogadishu at 3:00am with empty pockets, his money squandered on the narcotic leaf khat.  abdi sheikh
reports.  https://t.co/u0jgceooir https://t.co/cf6sxrfva8",11,5,NA,https://af.reuters.com/article/topNews/idAFKBN21K1JO-OZATP
2020-04-03T11:22:47Z,ReutersAfrica,"to curb coronavirus, somalia’s government banned international flights, depriving men like farah’s husband of khat.
“this week every day, he brings home money, vegetables, mangoes, meat, food,” said farah. “i love him now. life is superb.” https://t.co/sq0ulvnrt7",0,19,NA,NA
2020-04-03T11:21:10Z,ReutersAfrica,medical aid marooned as africa shuts borders amid coronavirus pandemic https://t.co/vxmcnd47yw,6,7,NA,https://reut.rs/3dNwokJ
2020-04-03T11:12:51Z,ReutersAfrica,east africa locust swarms gather as coronavirus curbs delay pesticides https://t.co/wzq6pbd1lj,21,32,NA,https://af.reuters.com/article/africaTech/idAFKBN21L1KR-OZATP
2020-04-03T10:21:15Z,ReutersAfrica,malawi records first three cases of coronavirus https://t.co/7osnosjveq,10,11,NA,https://af.reuters.com/article/topNews/idAFKBN21L115-OZATP
2020-04-03T10:21:00Z,ReutersAfrica,un agency keeps africa food aid flowing amid coronavirus https://t.co/r07hmrluhp,14,12,NA,https://af.reuters.com/article/africaTech/idAFKBN21L0WA-OZATP
2020-04-03T09:51:41Z,ReutersAfrica,tens of thousands of fake messages about coronavirus are being sent across nigeria via social media. now tech giants are stepping in. emer mccarthy reports. https://t.co/gdlov7mpov,30,38,NA,NA
2020-04-03T08:20:39Z,ReutersAfrica,south africa launches mobile tracking of those with coronavirus https://t.co/xbwamujivx,42,32,NA,https://af.reuters.com/article/topNews/idAFKBN21L0WC-OZATP
2020-04-03T08:14:06Z,ReutersAfrica,rwanda secures $109 million imf loan to tackle coronavirus https://t.co/zuptude1oh,329,200,NA,https://af.reuters.com/article/investingNews/idAFKBN21L0UP-OZABS
2020-04-02T13:52:08Z,ReutersAfrica,"governments and tech giants are fighting misinformation about coronavirus on social media platforms in africa. but the volume of falsehoods may be too high for the battle to be won, suggests a @meltwater exec and @debolalagos https://t.co/9kbcu6wewv https://t.co/xihmgfn8z0",0,5,NA,NA
2020-04-02T13:50:50Z,ReutersAfrica,wives rejoice and traders despair as coronavirus halts khat supply to somalia https://t.co/u0jgceooir,38,35,NA,https://af.reuters.com/article/topNews/idAFKBN21K1JO-OZATP
2020-04-02T12:31:37Z,ReutersAfrica,zambia records first coronavirus death - health minister https://t.co/5jommdeom6,9,7,NA,https://af.reuters.com/article/commoditiesNews/idAFL8N2BQ3PA
2020-04-02T12:20:25Z,ReutersAfrica,south africa is sending testing teams into townships amid fears they could provide a fertile breeding ground for covid-19. david doyle reports. https://t.co/oo3kt7yjjv,44,45,NA,NA
2020-04-02T11:45:08Z,ReutersAfrica,"south africa needs to conduct “hundreds of thousands” of coronavirus tests to understand the true number of infections and halt their spread, health minister zweli mkhize said on wednesday.  https://t.co/x60tmdiuwn",6,8,NA,https://af.reuters.com/article/topNews/idAFKBN21K0SH-OZATP
2020-04-02T11:44:11Z,ReutersAfrica,governments across africa are teaming up with technology giants including facebook and whatsapp to fight misinformation about coronavirus on social media platforms. @alexisak  reports. https://t.co/coimvunomn,4,5,NA,https://af.reuters.com/article/topNews/idAFKBN21K1C0-OZATP
2020-04-02T11:06:20Z,ReutersAfrica,african governments team up with tech giants to fight coronavirus lies https://t.co/wgmfl10ffk https://t.co/zfpdoxcirj,24,14,NA,https://buff.ly/3aD6QEQ
2020-04-02T08:50:16Z,ReutersAfrica,senegal seeks $221 mln from imf to mitigate coronavirus shock https://t.co/jtoepf5zn5,9,10,NA,https://af.reuters.com/article/africaTech/idAFKBN21K0X3-OZABS
2020-04-02T08:42:17Z,ReutersAfrica,egypt's health sector races to scale up coronavirus readiness https://t.co/fnbaejk8kc,11,5,NA,https://af.reuters.com/article/topNews/idAFKBN21K0S5-OZATP
2020-04-02T08:41:52Z,ReutersAfrica,south africa needs 'hundreds of thousands' of virus tests - health minister https://t.co/x60tmdqtyd,7,5,NA,https://af.reuters.com/article/topNews/idAFKBN21K0SH-OZATP
2020-04-01T14:57:39Z,ReutersAfrica,ethiopia has postponed parliamentary elections which had been due to take place in august amid the coronavirus crisis. nneka chile reports. https://t.co/gwo7vuejeg,13,13,NA,NA
2020-04-01T14:46:50Z,ReutersAfrica,ugandan doctors say anti-coronavirus measures could cause deaths https://t.co/8m5d4w1ygw,14,8,NA,https://af.reuters.com/article/africaTech/idAFKBN21J592-OZATP
2020-04-01T14:32:42Z,ReutersAfrica,south africa is sending testing teams into townships amid fears they could provide a fertile breeding ground for covid-19. david doyle reports. https://t.co/qzbsa2gim0,32,29,NA,NA
2020-04-01T14:22:16Z,ReutersAfrica,"african finance ministers want international monetary fund, world bank and eu support for bilateral, multilateral and commercial debt relief amid the coronavirus crisis, the un economic commission for africa (uneca) said. https://t.co/bdvqjxpqfc https://t.co/7ffy4bqz6u",17,14,NA,https://buff.ly/3427tVP
2020-04-01T10:00:15Z,ReutersAfrica,ghana slashes gdp forecast over coronavirus shock https://t.co/t9xt7p7elt,13,13,NA,https://af.reuters.com/article/africaTech/idAFKBN21J4O9-OZABS
2020-04-01T09:13:24Z,ReutersAfrica,u.s. says two locally employed staff at foreign missions died of the coronavirus https://t.co/0yj7gm8psc,3,3,NA,https://af.reuters.com/article/topNews/idAFKBN21J4MI-OZATP
2020-04-01T08:33:58Z,ReutersAfrica,"ethiopia has postponed parliamentary elections scheduled for august due to the coronavirus outbreak, the electoral board said on tuesday, a move endorsed by some key opposition parties. https://t.co/3sal3bkddm",21,16,NA,https://buff.ly/2xHEyuo
2020-04-01T08:14:56Z,ReutersAfrica,botswana records first death from coronavirus - vice president https://t.co/fshufqwv1g,9,9,NA,https://af.reuters.com/article/topNews/idAFKBN21J4OD-OZATP
2020-04-01T08:11:15Z,ReutersAfrica,ethiopia postpones august election due to coronavirus https://t.co/8tunxmd1x3,6,6,NA,https://af.reuters.com/article/africaTech/idAFKBN21J4KT-OZATP
2020-04-01T08:11:06Z,ReutersAfrica,"lagos, africa’s largest city of at least 20 million people, ground to a halt on tuesday as it and the nigerian capital abuja entered a two-week lockdown to stop the spread of the coronavirus. @katchysangel and @alexisak report.  https://t.co/0tzyjdci6v https://t.co/xz0antptnk",29,35,NA,https://buff.ly/2R1bnZX
2020-04-01T08:05:28Z,ReutersAfrica,south africa should seek imf funding to deal with pandemic - iif https://t.co/ntkkcpoayk,6,5,NA,https://af.reuters.com/article/investingNews/idAFKBN21J4MA-OZABS
2020-03-31T17:27:58Z,ReutersAfrica,africa's biggest city lagos locks down to defend against coronavirus https://t.co/hykzajwupb,13,15,NA,https://af.reuters.com/article/africaTech/idAFKBN21I2AI-OZATP
2020-03-31T14:07:08Z,ReutersAfrica,"zimbabwe began a 21-day nationwide lockdown on monday, implementing tough anti-coronavirus measures that are likely to hurt an economy already suffering from hyperinflation and food shortages. olivia chan reports. https://t.co/v1jvqfojqt",29,23,NA,NA
2020-03-31T13:50:02Z,ReutersAfrica,"tanzania confirmed its first coronavirus death on tuesday, health minister ummy mwalimu said in a statement. the 49-year-old tanzanian male, who had pre-existing conditions, had been admitted to mloganzila hospital in dar es salaam for treatment.  https://t.co/5y4jbwsqh3 https://t.co/hmhsyd75n4",8,10,NA,https://buff.ly/2w1529w
2020-03-31T13:38:40Z,ReutersAfrica,"sierra leone has confirmed its first case of coronavirus, president says https://t.co/pi0ika0bgu",70,40,NA,https://af.reuters.com/article/commoditiesNews/idAFL8N2BO4J6
2020-03-31T10:53:49Z,ReutersAfrica,coronavirus comes to rescue of sierra leone's plundered rosewood https://t.co/6hota2gfsk,22,10,NA,https://af.reuters.com/article/topNews/idAFKBN21I1DK-OZATP
2020-03-31T10:39:22Z,ReutersAfrica,south africa's standard bank withdraws guidance over coronavirus https://t.co/n67u9rrynv,0,1,NA,https://af.reuters.com/article/investingNews/idAFKBN21I0T9-OZABS
2020-04-06T14:02:32Z,BBGAfrica,"how is the coronavirus pandemic shifting power around the world? join us on tuesday at 10 am et for a live virtual conversation exploring how a post-virus world might look with @joe_nye, @jasonfurman &amp; @micheleflournoy. register now to watch https://t.co/a99nqmmxni",0,32,NA,NA
2020-04-06T13:15:49Z,BBGAfrica,"kenya bans all road, rail and air travel within and out of nairobi and three other regions that are the epicenter of the covid-19 outbreak in the nation https://t.co/nztsmcss7l",23,24,NA,https://trib.al/y5mUms2
2020-04-06T12:46:07Z,BBGAfrica,kfc's owner has told landlords in south africa that the u.s. firm won’t be paying rent while outlets are closed during a government-enforced lockdown to contain the coronavirus pandemic https://t.co/7xgxtrtmtn,75,108,NA,https://trib.al/T8mlH8Y
2020-04-06T12:30:05Z,BBGAfrica,"south africa’s economy could contract by up to 4% this year due to the coronavirus pandemic, according to the reserve bank https://t.co/lrbzlpwidt",4,9,NA,https://trib.al/8LEBTX9
2020-04-06T11:29:15Z,BBGAfrica,nigeria’s government plans to raise as much as $6.9 billion from multilateral lenders to offset the impact of the covid-19 pandemic on the economy https://t.co/wsjkbgwk06,31,27,NA,https://trib.al/0qsSiWl
2020-04-06T10:17:56Z,BBGAfrica,"in the coronavirus era, wildlife conservation turns to instagram live https://t.co/3elyecuhau",12,7,NA,https://trib.al/xdDApvO
2020-04-06T10:13:13Z,BBGAfrica,"in the coronavirus era, wildlife conservation turns to instagram live https://t.co/bwrmfl1d8l",8,4,NA,https://trib.al/QVYqZUv
2020-04-06T09:26:37Z,BBGAfrica,african central banks joined the global wave of emergency meetings and unusual measures to cushion their economies against the impact of the coronavirus. that’s even as many in the region target inflation and have to prop up volatile currencies. @adengat https://t.co/ap32xhucdi,0,31,NA,NA
2020-04-06T05:07:29Z,BBGAfrica,here's how african central banks are tackling the economic impact of coronavirus https://t.co/raood0v6no,31,37,NA,https://trib.al/QjDg847
2020-04-05T22:35:40Z,BBGAfrica,"south africa’s coronavirus infections increase by 70 cases to 1,655 https://t.co/kqfwovebu6",12,11,NA,https://trib.al/jrv0feH
2020-04-05T22:17:16Z,BBGAfrica,"the spanish government is working to roll out a universal basic income as soon as possible, as part of a battery of actions aimed at countering the impact of the coronavirus pandemic, according to economy minister nadia calvino https://t.co/ad3nkxgt13",9,12,NA,https://trib.al/FDhdtK6
2020-04-05T15:27:16Z,BBGAfrica,u.k. coronavirus virus deaths declined even as the government warned it may consider tightening national lockdown measures https://t.co/gkzchhuavh,10,11,NA,https://trib.al/bTeuel4
2020-04-05T14:09:03Z,BBGAfrica,former libya premier mahmoud jibril has reportedly died in cairo after contracting the coronavirus https://t.co/ofoeb5suw8,17,17,NA,https://trib.al/3hMvY2s
2020-04-05T10:00:56Z,BBGAfrica,"here's the latest on the coronavirus:
- deaths in spain slow for a third day
- iran plans to ease some work restrictions
- global cases pass 1.2 million
https://t.co/csclnrd0se",7,5,NA,https://trib.al/trAhTNe
2020-04-05T00:11:11Z,BBGAfrica,"china is slowly reopening, but its factories risk running short on supplies as the coronavirus spreads to africa, where mines supplying vital raw materials are shutting down. https://t.co/0bllnmmzm4",99,97,NA,https://trib.al/82lA8Ym
2020-04-04T19:52:10Z,BBGAfrica,nigeria plans to set up a $1.2 billion coronavirus intervention fund after becoming the first country in sub-saharan africa to report infections https://t.co/fprfyouvok,120,93,NA,https://trib.al/lAkqmJl
2020-04-03T17:24:21Z,BBGAfrica,when — and how — does the coronavirus pandemic end? https://t.co/ct7mgt0cdp,21,19,NA,https://trib.al/B2odpug
2020-04-03T15:23:00Z,BBGAfrica,"now: at #bloombergreports @johnfraher, @mystephanomics, @tomorlik, @lynnmdoan, @rachelwqchang and @armstrongdrew discuss the severe impact of covid-19 and what comes next. https://t.co/gay5z37ah4",0,25,BloombergReports,NA
2020-04-03T12:03:14Z,BBGAfrica,"helios mobile towers' plans to expand have been waylaid by the coronavirus outbreak, but the africa-focused company has $350 million ready for when dealmaking can resume https://t.co/1owmztvzjl",7,5,NA,https://trib.al/UObS5yF
2020-04-03T11:33:06Z,BBGAfrica,the imf warns that zimbabwe needs urgent aid as the coronavirus exacerbates the impact of a food shortage following the worst drought in nearly 40 years https://t.co/2r5ay0bexc,13,22,NA,https://trib.al/PWiUe8H
2020-04-03T10:02:07Z,BBGAfrica,truckers hauling food are facing delays across the globe in the latest disruption to supply chains snarled by the coronavirus pandemic https://t.co/zmizlrwap2,11,10,NA,https://trib.al/dRCTrwa
2020-04-03T05:59:55Z,BBGAfrica,"the coronavirus, low oil prices and a restive public threaten algeria's long-ruling cabal, says @ghoshworld https://t.co/ezonhobzeh",2,11,NA,https://trib.al/ovZyK4H
2020-04-03T05:42:30Z,BBGAfrica,all eyes are on the coronavirus pandemic. but what's happening in the world's conflict zones? https://t.co/tgodkjdshk,6,5,NA,https://trib.al/J92xCdd
2020-04-03T05:11:20Z,BBGAfrica,virus lockdowns confront billions working in the shadow economy https://t.co/zfugu5gdaz,16,10,NA,https://trib.al/ecZau89
2020-04-03T01:39:16Z,BBGAfrica,some 60% of the world's workers are in the informal economy. they're going to get crushed by the pandemic. https://t.co/izlvny9xvg,40,41,NA,https://trib.al/1KzIatn
2020-04-02T18:32:15Z,BBGAfrica,the who says statistics on africa's confirmed coronavirus cases fairly reflect the underlying trend even though governments are grappling with a shortage of test kits https://t.co/ze3z7l3jnw,23,28,NA,https://trib.al/gGBIcG8
2020-04-02T16:42:05Z,BBGAfrica,"egypt held interest rates steady on thursday, counting on last month’s record cut being enough to support the economy without exposing its debt to a sell-off spurred by the coronavirus https://t.co/mb795eolyt",9,8,NA,https://trib.al/4UYlrcH
2020-04-02T14:24:51Z,BBGAfrica,"kenya is set to hire 6,000 health workers to help fight the coronavirus outbreak, according to health secretary mutahi kagwe https://t.co/hpjre3thej",26,31,NA,https://trib.al/rrm0TfW
2020-04-02T12:22:02Z,BBGAfrica,rand merchant bank urged south african lenders and other finance firms to adopt a more coordinated approach with the government to the economic crisis caused by the coronavirus outbreak https://t.co/gopafinvft,8,3,NA,https://trib.al/1mNoYtv
2020-04-02T11:51:59Z,BBGAfrica,the fallout of the coronavirus is upending the wheat market as egypt cancels tender https://t.co/bvby3gzs2c,7,7,NA,https://trib.al/C5pbyAC
2020-04-02T11:41:05Z,BBGAfrica,supply lines: half of every job in africa is imperiled by virus fallout https://t.co/glpndikj5k,11,11,NA,https://trib.al/ioDfILQ
2020-04-02T09:37:40Z,BBGAfrica,poorer countries are the least prepared for lockdowns during the coronavirus pandemic https://t.co/n3diwutnsb,30,19,NA,https://trib.al/R7nGDTw
2020-04-02T09:34:23Z,BBGAfrica,nigeria's elite are trapped by coronavirus and now exposed to the squalid hospitals they could previously avoid https://t.co/nw78yjm2i6,3972,3962,NA,https://trib.al/ghTsfnU
2020-04-02T08:49:15Z,BBGAfrica,"after making its biggest-ever interest-rate cut, egypt is likely to hold fire thursday as it tries to ringfence its debt from an emerging-market selloff sparked by the coronavirus https://t.co/uwxz2u4tjb",6,3,NA,https://trib.al/yw2fMpL
2020-04-02T02:27:43Z,BBGAfrica,"locked in cages, beaten and shamed: how virus laws are leading to abuses https://t.co/53fagugx47",11,10,NA,https://trib.al/c7JKUwy
2020-04-01T21:07:28Z,BBGAfrica,un climate talks delayed; china hid virus extent: virus update https://t.co/yotoaytgi4,11,4,NA,https://trib.al/Vn4xk4g
2020-04-01T15:46:57Z,BBGAfrica,"china concealed extent of virus outbreak, u.s. intelligence says https://t.co/ejhxfvii3a",20,36,NA,https://trib.al/1Pf8v34
2020-04-01T15:19:57Z,BBGAfrica,"breaking: china has concealed the extent of the coronavirus outbreak in its country, under-reporting both total cases and deaths, the u.s. intelligence community concluded in a classified report https://t.co/5tdbtmt158 https://t.co/vjtnw174sn",0,33442,NA,NA
2020-04-01T15:16:38Z,BBGAfrica,"germany extends the nationwide lockdown aimed at slowing the spread of the coronavirus for another two weeks, until april 19 https://t.co/m0r1kx7qee",16,18,NA,https://trib.al/yx4NHmZ
2020-04-01T14:13:55Z,BBGAfrica,kenya airways is appealing for a cash bailout from the government to be able to survive the next six months after grounding all international flights to help contain the coronavirus https://t.co/qxtynguc0r,17,9,NA,https://trib.al/RMXPNj2
2020-04-01T13:30:20Z,BBGAfrica,"ivory coast halves its economic growth forecast on the impact of the coronavirus pandemic, ending eight years of rapid expansion https://t.co/pzatup2t05",28,24,NA,https://trib.al/HfGzwfk
2020-04-01T12:57:38Z,BBGAfrica,"emerging-market investors are worried the coronavirus could devastate nations such as india, south africa and brazil, where infections are only now starting to gather pace https://t.co/ltvkmtfcnq",8,13,NA,https://trib.al/vw9P4TL
2020-04-01T11:36:25Z,BBGAfrica,"⚡️  hospitals in africa have an average of just 1.8 beds per 1,000 people, un's @eca_official data shows #covid19 

https://t.co/4h80xr9elp",0,75,COVID19,NA
2020-04-01T09:40:12Z,BBGAfrica,"sentiment in south africa’s manufacturing industry had the worst quarter in 11 years, and it’s expected to deteriorate even further due to the nationwide coronavirus lockdown https://t.co/cstwh40wgi",6,5,NA,https://trib.al/2e4cJYS
2020-04-01T08:22:43Z,BBGAfrica,"it may take three years for african economies to recover from the slowdown brought by the pandemic, the continent’s finance ministers warn https://t.co/eu1xvc1ms4",149,141,NA,https://trib.al/mhz1CwC
2020-04-01T07:06:48Z,BBGAfrica,uganda’s executive asked lawmakers to approve the spending of $75 million in a supplementary budget to help fight the coronavirus outbreak https://t.co/9exquwghc5,7,8,NA,https://trib.al/OnF3pVf
2020-04-01T05:30:31Z,BBGAfrica,saudi arabia asks muslims to put hajj plans on hold as the kingdom grapples with the coronavirus https://t.co/t8bmbcnmvl,109,104,NA,https://trib.al/arODTk1
2020-04-01T05:00:17Z,BBGAfrica,"“i don't have money even to feed my kids.""

south africa's 21-day #coronavirus lockdown is causing further strife for the nation's poorest and the economy is fighting for survival. 
@marcddavies reports 
https://t.co/glrgdcn9zz",5,10,coronavirus,https://trib.al/CPqXXn7
2020-04-01T03:16:05Z,BBGAfrica,ethiopia is first in sub-saharan africa to delay vote on virus https://t.co/3gfm4wve0l,53,28,NA,https://trib.al/Y6cEEHX
2020-04-01T03:02:33Z,BBGAfrica,ethiopia is the first in sub-saharan africa to delay a nationwide vote because of the coronavirus outbreak https://t.co/k3lhoylcxf,31,21,NA,https://trib.al/wxfj2kN
2020-03-31T19:59:03Z,BBGAfrica,"“i don't have money even to feed my kids.""

south africa's 21-day #coronavirus lockdown is causing further strife for the nation's poorest and the economy is fighting for survival. 
@marcddavies reports 
https://t.co/9xtvxjqbzr",19,17,coronavirus,https://trib.al/TNj3xtK
2020-03-31T18:10:11Z,BBGAfrica,ethiopia to postpone general elections that were scheduled for the end of august because of the coronavirus outbreak https://t.co/i6blrpa5mr,67,48,NA,https://trib.al/dOdw0Bf
2020-04-06T09:23:11Z,AP_Africa,south africa's history of battling hiv and tb prepares it for mass testing for covid-19. https://t.co/suf161u66x,98,40,NA,http://apne.ws/ewijZHj
2020-04-05T13:32:10Z,AP_Africa,"south sudan reports its first case of covid-19, making it the 51st of africa's 54 countries to confirm the disease. https://t.co/j7kdjg6xr5",86,67,NA,http://apne.ws/1frxVVT
